id,标题,成文或生成日期,发布或生效日期,来源,URL源地址,内容
734,福厦客专泉州段项目征迁工作：房屋征迁完成超六成,2018/8/14,2018/8/14,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201808/t20180814_726136.htm,"
　　昨日，记者从泉州市铁路办获悉，福厦客专泉州段项目自开工以来，征迁工作推进良好，走在全省前列。截至今年7月下旬，该项目房屋征迁累计完成签约528494平方米，占拆迁总量的63.7%。征迁工作涉及的泉港、惠安、泉州台商投资区、石狮、晋江和南安等地中，进展较好的是晋江和泉州台商投资区。
　　晋江 28天全面完成房屋签约任务 
　　2017年11月，晋江市成立高铁新区项目指挥部，先后抽调1000多名干部参与安征迁工作；今年6月1日，该市正式启动房屋征迁签约，28天后，全面完成房屋签约工作，而且实现“零遗留”“零个案”“零上访”“零诉讼”。
　　在这成绩背后，是指挥部对征迁保障方案的反复论证。该指挥部相关负责人介绍说，正式动迁前，大家用4个月时间多角度论证方案，确保其科学性和可操作性。比如，针对住房保障，按照“择优、就近、灵活”的安置原则，罗山街道山仔社区由征迁群众自主选择晋江第六实验小学周边的闲置地块集中安置，永和镇梨星村等选择就近或在新区内安置，而永和镇周坑等位置较偏的村落则安置在镇区内。
　　征迁时，指挥部的“百姓情结”体现得淋漓尽致，在“一碗水端平”前提下，多做雪中送炭之事，尽最大可能照顾低保户、五保户、住房困难户等特殊群体，“看到我们的用心之后，群众就跟我们打成一片了，关系更融洽了。”这位负责人说，所有动迁人员从今年4月起放弃休假，开启“5+2”“白+黑”“晴+雨”模式，挨家挨户深入被征迁户家中。其中，动迁人员洪上贺带病坚守，住院时还牵挂与征迁户约谈一事；退休干部陈和狮主动进驻征迁现场，义务调解征迁过程中产生的矛盾纠纷。
　　如果说动迁人员是火车车厢，那么好的“火车头”则事半功倍。记者了解到，晋江市委市政府主要领导坚持每周深入项目一线，靠前指挥，特别是在集中攻坚阶段，有时到深夜两三点，仍然为动迁人员鼓劲加油出点子。
　　此外，晋江一批村干部、企业界人士和海内外乡贤也加入征迁工作，如村干部陈清沐鼓励妻子到动迁工作组帮忙；原先不理解征迁工作的征迁重点户许为民，自己签约后还现身说法，动员其他重点户顺利签约。
　　泉州台商投资区 提前批时限内100%完成任务 
　　今年6月10日11时35分，泉州台商投资区百崎乡项目建设指挥部完成福厦高铁（客专）项目全部房屋征收协议签订任务；7月10日21时45分，该区东园片区项目征迁指挥部也传出同样的好消息：全部完成福厦高铁项目（东园段）房屋签约工作。相继两个好消息，让台商投资区在提前批时限内100%完成任务，为安征迁工作画上圆满句号。
　　在开展百崎乡、东园镇土地及房屋征迁期间，该区挂钩领导督战一线，全体征迁干部实时汇报进度，真正做到“马上就办、事不过夜”。以百崎乡为例，如何解决人多地少的矛盾？如何攻坚历史遗留的征迁难点？记者了解到，动迁人员开展调查摸底，重点摸清征迁户家庭情况、社会关系，随时掌握征迁对象的诉求变化，不断梳理更新问题清单，建立一户一档台账。除此之外，他们还充分调动各村企业家及德高望重的“能人”“贤人”来一起动员。
　　征迁过程中，动迁人员严格按照征迁安置补偿实施意见要求，所有工作共用一套规范计算体系，不降低标准也不提高标准，坚持“一套方案管全部”。值得一提的是，对2017年1月1日起新增的违建实行零补偿，确保征地征迁过程的公平公正公开，赢得群众的广泛好评。"
735,泉州市人大常委会召开党组（扩大）会议,2018/8/14,2018/8/14,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zfhy/201808/t20180814_726134.htm,"
　　13日，市人大常委会召开党组中心组（扩大）学习会议，传达学习习近平总书记对推进中央和国家机关党的政治建设的重要指示，7月31日中央政治局会议精神和习近平总书记在中央财经委员会第二次会议上的重要讲话精神，习近平总书记关于巡视工作的重要指示精神、赵乐际同志在黑龙江召开巡视整改落实工作座谈会上的重要讲话精神，中央巡视五年规划专题培训班暨第二期全国巡查干部培训班精神，全国组织工作会议精神，以及省委、市委常委会会议相关精神。
　　市人大常委会党组书记陈万里主持会议，党组副书记朱团能、曾巍，党组成员许文贵、吴友才、蔡思红、欧阳秋虹出席会议，副主任张建生列席会议。
　　陈万里强调，要树好标杆，学好思想，建好生态，履好责任，努力把人大常委会机关建设成为政治强、本领高、履职好、作风正的模范机关；要有为担当，有效运作，从人大角度出发，推动全市经济实现高质量发展；要学懂弄通做实习近平总书记关于巡视工作的重要思想，做到思想认识到位、整改落实到位、成果运用到位、责任担当到位，结合工作实际做好整改工作；要突出政治站位、强基固本、用人导向、主体责任，全面落实新时代党的组织路线，推进党的组织工作取得新的成效。
　　会议还传达了省委、省人大习近平新时代中国特色社会主义思想学习汇报会和全省精神文明建设工作暨先进命名表彰大会及市委常委会精神。
　　"
736,全省首个个体户智能登记系统在泉试点运行,2018/8/14,2018/8/14,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201808/t20180814_726133.htm,"
　　深化简政放权，优化营商环境，福建再推新举措。13日，福建省个体工商户全程智能化登记系统在泉州试点上线运行，首批发放4张通过智能化登记的个体工商户营业执照。市长王永礼、副市长季翔峰和省工商局领导现场为经营者颁发营业执照。
　　此次率先在泉州试点运行的个体工商户全程智能化登记系统，是省、市工商局落实中央、省、市深化“放管服”改革、优化营商环境、推进“互联网+审批服务”工作部署，提升工商登记便利化水平的一项创新举措。系统依托手机微信端，采用“微信申请+直接登记+自动审核+自助打照”模式，对个体工商户登记流程进行再造与优化。
　　申请人只要关注“泉州工商登记”等微信公众号，进入个体工商户全程智能化系统，录入身份证号码、手机号码等信息，获取验证码后即可登录，并可按照“请勾选”和“下一步”等简单明了的提示申报。信息提交后，系统将自动审查、核准，并直接反馈结果，审核通过后，申请人24小时后就可就近到自助打照机自助打印营业执照。
　　据悉，该系统目前在全国处于领先水平，从根本上转变了登记方式，既实现了个体工商户登记“免预约”“零见面”“零干预”“全天候”“无纸化”“智能化”，还做到365天全天24小时“不打烊”，极大地提升了个体工商户登记的便利化水平。泉州市工商局经济技术开发区分局、泉州市工商局丰泽分局、晋江市市场监督管理局作为第一批试点单位，将先行在辖区内的制造业、批发零售业、小规模餐饮业等十几个行业开展此项试点。其中，作为首个试点的开发区已正式受理申请。下一步，该系统还将逐步在泉州市、全省范围内推广运用。
　　【现场】 微信申报到打印执照 24小时搞定 
　　  
　　林先生是首个拿到自助打印营业执照的经营者
　　昨日上午，首批4名经营者拿到了自助打印的营业执照。从微信申请到取得营业执照，只经过了短短的24小时。
　　首个拿到自助打印营业执照的经营者林清，准备在泉州市经济技术开发区经营茶叶店。“真是太方便了！随时随地手机点一点申请，自助机上身份证刷一刷，跟网购和银行自助取款一样方便！”此前，他也曾办过营业执照，不仅要在登记窗口排队，而且可能得等上一周才能拿到证照。
　　据介绍，通过该系统，申请人无需下载APP，无需注册用户，无需使用U盾等载体，无需窗口联络员备案，无需提交纸质材料，更无需电脑设备，随时随地轻点手机，登记系统登录、登记信息填报、登记申请提交、系统自动审查核准、申请结果反馈所有流程在方寸手机界面上10分钟内全部办结。个体工商户的名称、经营范围和住所等登记事项全面实行标准化勾选，最大限度方便申请人自助申报，打照自助化也最大程度便民利民，根本性提高了政府行政效能，满足了人民群众对便捷服务的需要。
　　另外，申请全程无任何费用，省去了窗口纸质申请、U盾等载体电脑申请的商务成本，避免了往返注册窗口、扎堆排队办理等麻烦，基本实现零成本，有效促进了低碳绿色行政。
　　"
737,今年来泉州37个社会领域项目获超2亿资金支持,2018/8/14,2018/8/14,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201808/t20180814_726132.htm,"
　　据市发改委消息，今年以来，我市延续往年的好经验好做法，紧紧把握国家和省政策资金投向，认真筛选申报社会领域项目，积极向上沟通对接，仅上半年就有37个项目建设获得中央、省预算内补助资金23795万元，远超去年全年获补助总金额数。
　　增进民生福祉是发展的根本目的。今年以来，我市围绕群众在就业、教育、医疗、居住、养老等方面的难题，积极争取中央、省预算内补助资金。其中，教育领域共争取到9210万元，支持黎明职业大学扩建工程（一期）、泉港区诚平小学综合楼及校园附属工程、德化县荣昌幼儿园等14个项目；卫生领域争取到11200万元，支持安溪县医院门诊医技楼项目、南安市医院新院区（一期）门急诊楼项目等3个项目；文化旅游领域争取到220万元，支持德化县国宝云龙谷景区道路提升项目、永春县横口乡福中村红色乡村旅游基础设施等4个项目；民政领域争取到2385万元，支持安溪县社会福利中心二期工程（老年养护院）、德化县上涌镇曾坂村社区日间照料中心等8个项目；人社领域争取到180万元，支持南安市乐峰镇就业和社会保障服务中心、德化县浔中镇就业和社会保障服务所等5个项目；体育领域争取到600万元，支持安溪县感德镇足球场（标准足球场）、晋江足球公园（国际标准11人制正赛足球场）等3个项目。
　　随着上级补助资金的注入，目前这些项目正有序推进。市发改委相关负责人表示，将会同有关部门进一步加大工作力度，争取更多社会领域项目纳入省级及国家投资计划盘子，充分发挥上级资金的撬动作用，更好补齐泉州社会事业短板。"
738,泉州将开展“全国科普日”活动,2018/8/14,2018/8/14,泉州日报,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201808/t20180814_726225.htm,"
　　9月15日至21日，泉州市全民科学素质工作领导小组将在全市各地集中开展2018年泉州市“全国科普日”活动。据透露，泉州各地将根据实际情况，分别开展主题宣传活动。
　　为弘扬科学精神，普及科学知识，营造讲科学、爱科学、学科学、用科学的浓厚氛围，激发全社会的创新热情和创造活力，泉州市全民科学素质工作领导小组决定组织开展2018年泉州市“全国科普日”活动。
　　据介绍，2018年“全国科普日”主题为“创新引领时代，智慧点亮生活”。活动将围绕传播新时代新发展理念、弘扬科学思想和科学精神、普及科技助力美好生活、倡导服务乡村振兴战略等四个方面展开，在活动组织实施过程中实现国际化、信息化、协同化“三化”联动，外向拓展、纵横联合、网络活跃“三维”聚力，打造主题性、全民性、群众性科普活动。届时，将重点开展“全国科普日”泉州主场活动和“全国科普日”系列联合行动。
　　据透露，“全国科普日”泉州主场活动将以泉州地区活动为基础，以多媒体展示、实物或模型展示、虚拟现实、互动体验等为主要形式，为广大公众带来一场丰富多彩的科普盛宴。具体活动包括：“创新引领时代、智慧点亮生活主题活动”“科普中国系列体验活动”“科学助力成长系列活动”等。其中，“科学助力成长系列活动”将通过科技专家“大手拉小手”，就青少年关注的问题答疑解惑，让青少年感受科学魅力。
　　2018年“全国科普日”系列联合行动，则将动员组织学会、企业、学校、社会机构以及流动科技馆、科普大篷车、农村中学科技馆等单位，深入开展多形式、广覆盖的科普宣传联合行动。
　　"
739,中央省市媒体走进德化 "中国白"扩大国际"朋友圈",2018/8/13,2018/8/13,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/xsqdt/201808/t20180813_725596.htm,"
　　今年正值“一带一路”倡议提出五周年。日前，由中宣部组织的“一带一路”集中调研采访走进我市德化县。来自中央、省、市媒体的50多位记者走访德化各地，探寻“以瓷为媒”的德化如何积极融入“一带一路”，扩大对外交流的“朋友圈”。
　　 
　　采访团走访陶瓷企业 （林书修 摄）
　　作为金砖国礼，在2017年厦门金砖峰会上，德化白瓷成为中国递给世界的一张艺术名片。这其中，国礼大师陈仁海创作的国宴瓷、金砖元首杯、元首茶器等，更是让人印象深刻。如今，在陈仁海的中国白艺术宫内，这些金砖国礼每天都吸引着世界各地的人们前来参观。
　　“从很少人知道，到很多人需求，如今，德化的‘中国白’品牌正借助‘一带一路’的东风再出发。”陈仁海告诉记者，“一带一路”倡议提出以来，让他感触颇深的是，通过文化品牌的打造，全球越来越多的人了解德化陶瓷。以他自己的企业为例，这些年来，因为大量的“一带一路”沿线国家的订单出现，企业在积极扩充产能。“让世界了解和共享‘中国白’。”在陈仁海看来，随着与“一带一路”沿线国家交流的加强，德化陶瓷艺术品也将逐渐走向国际市场。
　　专注于开发高端陶瓷制品的德化协发光洋陶器有限公司，已经在德化扎根20多年。近几年，公司的销量增长保持在20%以上，80%的产品出口。乘着“一带一路”东风，公司产品的出口国家数量也从五年前的30多个，增长到如今的60多个。
　　“‘一带一路’倡议提出五年来，各国对于陶瓷制品的个性化需求越来越大。”公司董事长助理郑富垚告诉记者，越来越多的“一带一路”沿线国家成为目标客户，对于企业提供的个性定制的高端陶瓷非常喜欢，市场前景广阔。如今，企业的市场版图不断扩充，产品甚至出现在高档的阿联酋迪拜“帆船酒店”内。在郑富垚看来，积极融入“一带一路”，企业更应该在核心竞争力上下工夫，力求在国际市场上占据主动。
　　早在宋元时期，德化陶瓷就是海上丝绸之路的重要出口商品之一。在德化陶瓷博物馆内，展示着从古到今的德化陶瓷作品。在众多作品中，有不少是来自于其他国家艺术家的创作。德化陶瓷博物馆馆长郑炯鑫介绍说，历史上，众多海丝沿线国家就对德化陶瓷情有独钟， “一带一路”倡议提出以来，越来越多的国外艺术家、客商来德化进行学习研讨、商业贸易。
　　“去年‘中国白’国际陶瓷艺术大奖赛作为第二届中法文化论坛的重要项目之一，在德化成功举办，吸引了世界各地的陶瓷艺术家和广大爱好者如约相聚。”郑炯鑫说，很多艺术家在德化创作后，愿意把自己的作品捐献给博物馆，因为场地限制，博物馆现在已经容纳不了那么多作品。今年，德化打算新建一个陶瓷博物馆，预计面积将达3万平方米，比原博物馆扩大五倍左右。“新馆建成后，将能更加充分展示德化陶瓷艺术魅力，同时也能更好地扩大与其他国家艺术家的交流。”
　　截至目前，德化已有陶瓷企业2600多家，从业人员10多万人，去年产值227.4亿元。今年1至5月，德化对“一带一路”沿线的39个国家合计出口1342.96万美元，同比增长41.21%。目前，德化已成为我国最大的陶瓷工艺品生产和出口基地，力争到2020年陶瓷年产值突破300亿元。
　　"
740,泉州市区交通违法乱象多 交警:持续整治各类交通违法,2018/8/13,2018/8/13,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201808/t20180813_725786.htm,"
　　走在道路上，忽然从路口窜出一辆车或者一个人，会让人始料不及，稍有不慎就有可能撞上。8日，记者途经刺桐南路与温秀街交叉口时，一辆环卫车突然冲出，肆无忌惮地在机动车道上逆行，正常行驶的车辆纷纷紧急避让。
　　车辆逆行、翻越护栏、非机动车违规进出隧道……连日来，记者走访中心市区道路发现，各种交通乱象在不断上演，这些违法者不仅将自己置于危险中，也给道路交通带来极大的安全隐患。
　　在东海大街，不少车辆在辅道上逆行。
　　    记者走访 交通乱象隐患重重 
　　8月8日中午时段，记者在市区东海大街走访。东海大街辅道有两个车道，不少车辆随意停放，占用了其中一个车道，仅剩一个车道可以通行。尽管道路变得狭窄，仍有不少车辆在辅道上逆行。记者观察，短短两分钟时间里竟有17辆车逆行。这些逆行车辆中，有出租车、接送孩子的电动车、搭载老人的助力车，亦有疾驰而过的外卖小哥的电动车。
　　在千亿商业城对面马路，不少人无视车流翻越护栏。
　　8月9日晚上6时，正值交通晚高峰，津淮街千亿商业城路段车流量大，由东海隧道高架桥驶出的车辆速度较快。据记者统计，在车辆飞驰而过的情况下，10分钟时间里横穿马路翻越护栏的行人多达20余人，男女老少皆有，有人边打手机边“跨栏”，有的则是大人带着小孩一起翻越……然后，他们再从车流中穿过，看得让人心惊肉跳。
　　8月10日下午4时，记者在市区大坪山隧道丰泽街入口看到，隧道上方的LED显示屏不断滚动着“禁止行人非机动车进入隧道”的标语，但一些骑着电动车的市民却无视提醒，短短10分钟内就有近百辆非机动车违规进出隧道，其中还有不少超标电动车和三轮车，它们甚至还在隧道内超车变道，正常行驶的小车只能小心避让。
　　电动车闯进大坪山隧道的机动车道司空见惯
　　交警表态
　　持续整治各类交通违法
　　记者将走访情况向丰泽交警大队做了反映。该大队相关负责人介绍，交警部门对于各类交通违法行为都有在持续整治。近期正在针对电动车不按道行驶、逆行、闯红灯、加装遮阳伞等方面开展专项整治，最近7天共查处各类交通违法行为1000多起。
　　该负责人表示，个别环卫车辆不顾危险进入机动车道，与汽车抢行，并有闯红灯等交通违法现象，存在很大安全隐患。接下来，对于违法的电动环卫车，民警将登记环卫工的姓名、身份证号等信息，并拍照记录。这些信息将记录在警务平台，如果查到多次违法，将进行严厉处罚。
　　交警提醒，近期交警部门还将持续开展各类交通违法专项整治行动，请广大市民自觉遵守道路交通安全法律法规，文明行车，安全出行。
　　相关法规
　　《道路交通安全法》第三十五条规定，机动车逆向行驶的，最高可以给予罚款100元、记3分的处罚。非机动车逆向行驶的，可以给予50元的罚款处罚。
　　第六十三条规定，行人不得跨越、倚坐道路隔离设施，不得扒车、强行拦车或者实施妨碍道路交通安全的其他行为。
　　第五十七条规定，“非机动车未在非机动车道内行驶”的违法行为，可处以20元罚款或者警告。
　　"
741,振兴美丽乡村护航平安开渔 副省长李德金来泉调研,2018/8/13,2018/8/13,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zwyw/201808/t20180813_725597.htm,"
　　11日，副省长李德金带领省直相关部门负责同志来泉，深入石狮调研乡村振兴战略实施情况，检查渔业安全生产工作。
　　永宁镇前埔村立足村情规划设计，因地制宜改旧建新，“居住区”错落有致，“工业区”整齐划一，“耕作区”绿荫幽幽。李德金深入村中察村情、看村貌，与村民拉家常、说变化。他强调，要深入贯彻习近平新时代中国特色社会主义思想，大力实施乡村振兴战略，立足闽南特色，重点抓好农村垃圾污水处理、“厕所革命”、石结构房屋改造、移风易俗等工作，让广大农民在乡村振兴中有更多获得感、幸福感。
　　眼下，开渔作业将拉开大幕，祥芝国家中心渔港加快扩建。近年来，当地积极探索出“各方力量广泛参与，多元调解和海上救助双修、政府规范指导并重，小事不出船，大事不出港”的涉渔纠纷化解经验，打造“海上枫桥”样本。李德金详细了解渔业安全生产各项工作，叮嘱海警、渔政、公安边防等部门加强渔船渔民网格化管理，强化气象信息、安全提示等服务保障，做到“船船有人负责、组组有人管理、天天有人服务”。
　　泉州湾畔，正在施工的石狮环湾湿地公园集湿地科普、文化传承、田园体验等功能于一体，将成为城市环湾发展的重要门户景观。李德金要求省直相关部门组织专家深入指导建设，注重与城市公园区别开来，保留生态野趣和乡村韵味。
　　副市长肖汉辉参加调研。
　　"
742,泉州市高质量推进对口支援工作 援建优势互补合作,2018/8/13,2018/8/13,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201808/t20180813_725598.htm,"
　　我市坚持高质量推进对口支援工作，积极组织实施项目援建、产业协作和技术援助，合作项目遍地开花，实现援受各地互利共赢、共同发展。
　　记者从市经信委获悉，根据上级统一部署，泉州现对口支援西藏昌都市洛隆县、新疆昌吉州昌吉市、重庆市万州区三峡库区和宁夏吴忠市盐池县、同心县、红寺堡区，目前共选派38位对口支援干部。
　　绿色通道助推项目援建凝聚民心
　　今年，我市共承担项目资金任务11835万元和挂职干部人才工作经费486万元，其中援藏项目资金2580万元、援疆项目资金7103万元、援三峡库区项目资金152万元、援宁两批项目资金2000万元。截至7月31日，资金均已全额拨付到位。
　　一段时间来，我市坚持把产业援助作为对口支援工作的重点任务，充分发挥挂职干部人才的桥梁纽带作用，加强援受各地及内地的经贸合作交流，组织国内知名企业和闽籍企业家前往洽谈投资合作。
　　同时，我市坚持把项目援建作为凝聚民心、促进发展的根本抓手，牢固树立抓项目就是促发展、惠民生、保稳定的理念，扎实推进项目建设。各工作队及时成立援建项目指挥部，定期召开项目建设推进会，协调财政、发改、国土、规划等部门开辟绿色通道，优化办事流程，督促项目业主单位加快推进建设用地、可行性研究、招投标等前期工作，并定期督导项目建设情况，定期印发督查通报，有效确保项目按计划稳步推进。
　　产业援建促进受援两地共同发展
　　令人惊喜的是，通过对口援建，一个个优势互补的合作不断涌现。通过产业援建，我市不断拓展当地产业发展空间，加快产业转移和项目投资，促进当地特色优势产业发展壮大和产业结构转型升级，促进受援两地共同发展。
　　在东西部扶贫协作（援宁）方面，我市积极推进产业发展。洛江区与盐池县的对口援建中，我市策划举办了宁夏盐池·福建泉州产业合作经贸洽谈活动，盐池县与我市3家企业签订3项战略合作协议，涉及滩羊、健康等产业，总意向投资17亿元；同时，与香港一集团达成投资初步意向，与宁夏一公司签订投资合同书，两个合作总投资约3.5亿元。
　　在永春县与宁夏同心县的对口援建中，成功引进了金垚育种科技有限公司，投资20亿元在罗山东麓的韦州镇建设“泉商葡萄酒旅游文化小镇”，打造优质酿酒葡萄种植基地和葡萄酒庄，实现闽商在同心投资大项目零的突破；引进三个纺织鞋服项目，年产值可达8亿元，解决以建档立卡户为主的就业人口2000人。
　　德化县与宁夏红寺堡区对口援建上，引进了投资项目3个，总投资16.76亿元。值得一提的是，德化注重发挥中国电商百佳县的优势，开展电商实战培训，成功开设枸杞、葡萄酒、黄花菜等网店95家、电子商务公司10家，借助德化县“供销e家”，上线7家红寺堡知名葡萄酒企业50多个产品，红寺堡区农特产品网上销售额快速增加到1500万元。
　　此外，我市对口支援西藏洛隆县方面，积极引进了3家涉农企业（洛隆县华春生态农业有限公司、洛隆县安广农业开发公司、洛隆县满安农业发展有限公司），其中大棚果蔬已开始产出，藏香鸡（猪）第三季度开始养殖。对口支援新疆昌吉市方面，产业招商稳步推进，已达成签约项目7个，签约金额26.4亿元。
　　"
743,台风“摩羯”影响 泉州漳州晋江火车站部分列车停运,2018/8/12,2018/8/12,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/bmgg/jtcx/201808/t20180813_725761.htm,"
　　昨日获悉，受台风“摩羯”影响，经停泉州火车站的30多趟旅客列车今天停运，具体车次如下：
　　上海虹桥开D379次、杭州东开D3231次、厦门北开D378次；南京开D2281次、深圳北开D2282次；上海虹桥开D2285次、深圳北开D2284次；上海虹桥开D2283次、深圳北开D2286次；上海虹桥开D2287次、深圳北开D2288次；上海虹桥开D3107次、深圳北开D3108次；杭州东开D3111次、深圳北开D3112次；南京开D3141/4次、龙岩开D3143/2次；湖州开D3211次、厦门北开D3202次；厦门北开D3220次、宁波开D3219次、厦门北开D3206次；龙岩开D3133/2次、上海虹桥开D3131/4次；赣州开D3147/6次、上海虹桥开D3145/8次；龙岩开D3167/6次；厦门北开D3208次、上海虹桥开D3207次；厦门北开D3216次、宁波开D3215次；厦门北开D3218次、杭州东开D3217次；厦门开D3234次、杭州东开D3233次；龙岩开D3293/2次、上海虹桥开D3291/4次。
　　请购买以上车次车票的旅客于票面乘车时间30日内（包含乘车日当天），到一楼人工售票厅办理退票手续，网购未换票旅客可在12306网站办理退票，均不收取退票手续费用。
　　"
744,泉州首个足球主题公园 晋江足球公园明年3月将完工,2018/8/12,2018/8/12,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/xsqdt/201808/t20180813_725587.htm,"
　　从晋江市灵源街道获悉，为迎接2020年世界中学生运动会的举办，我市首个足球主题公园——晋江足球公园正在如火如荼建设中。该项目已进入承台开挖阶段，将于明年3月底完工。
　　日前，记者来到项目建设现场，50多名工人奋战在一线，全力推进项目建设。冲孔桩、锤击桩不停传来打桩声，塔吊来回运送设备，钩机和土方车配合无间，采挖土石方并运载出工地。
　　据灵源街道相关负责人介绍，今年以来，灵源街道成立晋江足球公园项目工作小组，下设综合协调组、征迁工作组、规划建设组、监督组，确保项目按时按质完成建设。目前，该项目多个作业面正同步施工，东看台基础及承台土方开挖、地下室建设、箱涵建设、桥梁冲孔桩砼浇筑、挡墙建设等工作有序进行。
　　晋江足球公园位于晋江大灵源山宗教文化旅游区内，其生态、休闲、足球健身的定位，与灵源山景区的规划目标相辅相成，紧密联系。公园建成后，不仅将成为晋江举办国际性赛事的重要场地，还将丰富周边群众的文化体育生活。公园以大众健身跑道串联场地两大主题。北部片区为有氧公园，南部片区为运动公园。北部片区极大化地保留现有生态资源，以生态、休闲功能为主；南部片区则强调足球文化，以足球运动为主。“北部有公众运动广场，还有一个1500平方米的青少年室外休闲运动场，而南部有水岸休闲场和三个足球场，包含一个满足国际比赛要求、有8000个座位的标准足球场，一个11人制训练场，还有一个7人制休闲足球场。”项目相关负责人介绍，根据整体规划，公园将配置500个停车位，以满足日常需求。
　　"
745,国际军事比赛—2018海上登陆赛圆满闭幕,2018/8/12,2018/8/12,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/xsqdt/201808/t20180813_725592.htm,"
　　昨日上午，国际军事比赛—2018海上登陆赛闭幕式在福建泉州石狮将军山赛场举行，赛事组委会宣布了此次比赛的团体、单项和个人奖项并向获奖人员颁奖。
　　经各国裁判一致确认，中国队在国际军事比赛—2018海上登陆赛障碍赛、求生赛、接力赛三个阶段比赛中均排名第一，并最终夺得团体总分第一。此外，中国队还获得了“最佳陆战班”“最佳车组”等集体奖和“优秀排长”“优秀狙击手”等9项个人奖。
　　中国海军副司令员丁毅在致辞时向各国参赛队表示了祝贺和敬意，向为办好这次比赛付出辛勤劳动的地方政府和广大官兵表示衷心感谢。希望国际军事比赛不断发展，成为一个更加开放、包容的军事交流重要品牌及和平外交重要平台。
　　闭幕式上安排了军事文化科目演示，军乐行进表演《军威雄壮》、团体拳术、刺杀操、女兵匕首操，以及音乐短剧《千年海丝传友谊》、舞蹈《惠女风情》、歌曲《海军力量》等精彩节目，赢得了现场观众的阵阵掌声。
　　在这次比赛中，伊朗、俄罗斯、苏丹、委内瑞拉、中国5个国家的200余名陆战队员在公开、透明、公平、公正、友好、激烈的氛围中顽强拼搏，展示了过硬的军事技能和英勇的战斗作风，开展了务实深入的多种交流活动，建立了深厚的友谊。
　　海军和地方党政领导、各国参赛队员、裁判员以及当地民众3000余人参加了闭幕式。
　　"
746,上半年泉州市发明专利申请量5859件 比增136%,2018/8/11,2018/8/11,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/bmdt/201808/t20180813_725582.htm,"
　　从市知识产权局获悉，今年上半年，我市专利申请量和授权量分别为35410件和17510件，同比增长67.52%和41.29%。其中，全市发明专利申请量5859件，同比增长135.96%；每万人发明专利拥有量达8.28件，提前完成全年目标任务。
　　今年以来，我市继续开展新一轮国家知识产权示范城市工作，推动全市专利创造、保护和运用水平的持续提升。开展“知识产权入园进企”、发明专利“清零”与“倍增”专项服务行动，宣传专利政策，引导企业加大发明创造。开展专利申请资助工作，2018年上半年发放专利资助资金199.25万元。
　　我市持续开展专利行政执法保护工作，严格查处专利侵权假冒行为，全市知识产权部门共查处专利案件235件，其中假冒专利案件217件、专利侵权纠纷案件18件。推进多元化知识产权纠纷化解机制，通过仲裁方式调解处理专利侵权纠纷。加强事中事后监管和随机抽查工作。开展知识产权维权援助与举报投诉工作，接收维权援助与举报投诉案件38件，符合立案条件并移送举报投诉案件24件。加强专利中介服务机构的培育和监管，新培育专利代理机构4家，目前全市有专利代理机构13家、办事机构11家。
　　与此同时，我市的知识产权运用得到进一步强化。在专利权质押融资方面，推动21家企业开展专利权质押融资工作，金额达3.33亿元。推动企业贯彻《企业知识产权管理规范》国家标准工作，全市新增35家企业通过贯标认证，累计有140家企业通过贯标，数量居全省首位。
　　"
747,泉州市第十六届人民代表大会第三次会议公告,2018/8/11,2018/8/11,泉州日报,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gggs/201808/t20180813_725583.htm,"
　　泉州市第十六届人民代表大会第三次会议，依照《中华人民共和国地方各级人民代表大会和地方各级人民政府组织法》的规定，于2018年8月10日补选：
　　王永礼为泉州市人民政府市长。
　　泉州市第十六届人民代表大会第三次会议主席团
　　2018年8月10日
　　"
