id,标题,成文或生成日期,发布或生效日期,来源,URL源地址,内容
102,泉州市治理出租屋消防隐患 今年以来整治7.9万处,2018/12/11,2018/12/11,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/tpxw/201812/t20181211_801964.htm,"
　　相关人员入户访查消防安全状况
　　昨日，记者从市消防支队获悉，今年截至目前，全市共排查出租屋14.7万余家，整治违法行为及火灾隐患7.9万处，责令停止使用135家，查封125家，拘留2人，发放消防安全告知书15万余份。
　　据介绍，市消防支队联合公安户政部门，结合地址二维码门牌工作，有效整合派出所民警、乡镇(街道)工作人员、居(村)委会、微型消防站等基层力量，按照“村不漏户、户不漏房、房不漏间”的原则，入户访查全市所有出租屋基础信息和消防安全状况，并建立检查基础台账。
　　按照出租房安全等级和星级，泉州实行了出租房屋消防安全分类监管机制。消防支队提请市公安局采取每月通报排查率、约谈连续两次落后县级公安机关、3轮次督导回访等工作方法，强力推进整治工作。同时，坚持“零容忍”态度，与公安、住建、综治、供电等部门建立联合执法机制，从严从快打击，形成震慑效应。针对本地突出安全隐患问题，各地从严查处不配合整改、不主动整改、整改不到位的出租房屋业主，从而切实强化出租房业主的危机意识和责任意识。
　　在开展隐患排查整治的同时，泉州市消防支队组织全市14支消防知识宣讲队、58支消防服务队和消防志愿者、网格员、社区消防宣传大使等群防群治力量5000余人，实行“点对点”入户宣传，帮扶指导各出租屋业主开展火灾隐患自查，讲解灭火器材使用方法、火场逃生自救等有关方面的知识和技能。
　　市消防支队及各大队紧盯出租房屋火灾预警和用电、用火、用气等环节，相继组织召开出租房整治示范点建设现场会，推广安装简易消防设施和电动车智能充电桩，全力提升出租房屋技防水平。目前，全市已增设独立式感烟火灾探测器6578个、电气火灾监测系统65套、电动车集中停放点1750处。
　　"
103,泉州将开通飞往菲律宾达沃航线 每周两班,2018/12/11,2018/12/11,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/bmgg/jtcx/201812/t20181211_801959.htm,"
　　日前，在晋江市政府与菲律宾达沃市缔结友好城市签约仪式上，泉州晋江国际机场、菲律宾达沃市政府与厦门航空签订开通泉州—达沃航线合作促进备忘录。作为三方合作的成果，厦航将于12月18日开通泉州-达沃航线，每周两班。
　　菲律宾是中国的邻邦，是“一带一路”沿线国家，也是200万华侨华人的重要聚集地，其中福建籍华侨占85%。长期以来，福建地区高度重视菲律宾航空市场，航空公司持续加大运力投入航线网络建设，有力促进中菲两国交流合作。
　　据悉，泉州晋江国际机场自10月28日起开始执行冬季航班计划，新航季将新开部分航线航班。新航季，有22家航空公司驻场运营，通航56个城市。此次换季将新开长春、淮安、泸州、烟台、永州、运城、湛江、兴义、衡阳、桂林、无锡、泰国曼谷、菲律宾达沃等13个城市，每天进出港航班约200架次。
　　"
104,康涛前往晋江开展第四季度活动周调研,2018/12/11,2018/12/11,泉州日报,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zwyw/201812/t20181211_801923.htm,"
　　根据市委、市政府关于2018年第四季度“领导干部一线办公”活动周安排，10日，市委书记康涛带队前往晋江开展调研，督促推动中央、省环保督察和省委巡视反馈问题整改工作，并召开现场办公会，协调解决困难和问题。
　　针对中央、省环保督察和省委巡视反馈的飞灰填埋场建设滞后问题，晋江加大攻坚力度，于11月8日初步完成飞灰填埋场竣工验收，预计于2019年1月底前完成飞灰清运。康涛充分肯定整改工作进展，要求当地相关部门严格按规范建设，做好转运、填埋过程各环节的把控，杜绝隐患，不留死角。
　　建设国际化创新型品质城市，晋江正加快步伐。晋江新塘街道梧林古村落保护发展项目占地约21公顷，旨在打造华侨博物馆和闽南文化后花园。在实地察看项目进展后，康涛要求，要科学规划设计古村落周边的绿化景观，统筹兼顾、注重搭配、雕琢细节，打造良好的形象展示面。晋新路军垦农场改线段工程是泉州一重环湾快速路的组成部分，建成后将为泉州市区、晋江、石狮再添一条快速通道。康涛叮嘱泉州市重点办加强协调，为项目顺利推进扫清障碍；要求项目建设单位加快进度，确保按时间节点推进。晋江下游生态整治工程（南岸）东起晋江大桥、西至顺济新桥，景观结构设计为“一带三片六园”，计划于明年6月完工。康涛指出，要在园区布局、通道设计、标识标牌等便民服务细节上多下功夫，提升城市绿化水平，为群众休闲健身创造良好条件。
　　在现场办公会上，康涛强调，各级各部门要切实增强中央、省环保督察和省委巡视反馈问题整改的政治自觉、思想自觉和行动自觉，强化担当、扛起责任，把落实整改作为践行“两个维护”的具体行动，以整改的实际成效检验“四个意识”，拿出打硬仗的狠劲，逐项倒逼攻坚突破，坚决如期完成整改。要深刻领会、深入践行“晋江经验”，认真思考泉州市委全会提出的三个时代命题，保持拼劲和闯劲，为只争朝夕推动高质量发展落实赶超发挥主力领军作用。要加紧筹划明年发展工作，更快进入状态，强化指标意识，抓好重大项目的策划和拼盘，大抓招商引资，着力引进龙头项目、产业链项目，进一步打造纺织鞋服等产业生态圈，从产业配套、要素成本降低、大中小企业协同等角度，造好传统产业根植发展的营商大环境。要统筹全局，维护安全稳定大局，抓好年终岁末安全生产工作，增强敏感性，不就事论事，多从偶发因素中找出必然规律、工作短板，从根源上堵塞漏洞，坚决遏制各类安全生产事故的发生。
　　市委常委、秘书长翁祖根等参加调研。
　　"
105,王永礼前往南安开展第四季度活动周调研,2018/12/11,2018/12/11,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zwyw/201812/t20181211_801922.htm,"
　　根据市委、市政府关于2018年第四季度“领导干部一线办公”活动周安排，10日，市长王永礼带队前往南安开展调研，在企业、项目现场办公，协调解决困难和问题，并督导扫黑除恶整改工作。
　　泉工股份有限公司机械装备远销欧美、东南亚、非洲、中东等地，销量稳居国内品牌前列。企业研制出“智能装备云平台”，实现设备在线监测、远程维护，大大提升了售后服务效率。得知泉工有意在泉打造装备生产基地，王永礼鼓励企业继续做大做强，带动国内外上下游企业来泉投资兴业；要求发改、经信、国土等部门针对企业有新上项目的需求，梳理困难问题，主动对接服务，倒排时间计划，加快推进项目落地。
　　紧抓冬季施工黄金期，全长14.04公里的省道215线丰州至洪濑段改造项目全速推进。由于线路复杂、征迁量大，部分节点进度受到制约。王永礼逐一询问原因，现场协调有关部门推动解决征迁安置、手续批复、管道迁移等问题，叮嘱施工单位按时序进度抓紧施工建设，确保项目早日建成投用，方便群众出行。
　　企业发展需要安全、稳定、和谐的环境。在康美镇集星村，“娘妈寨”非法洗砂场经过整治，已经披上新绿。王永礼说，老百姓对黑恶势力深恶痛绝，各级各部门要全力打击整治群众反映强烈的重点行业领域存在的涉黑问题及乱象，同时强化基层干部的管理与监督，严防公职人员参与其中。在督导会议上，他指出，扫黑除恶专项斗争是一项系统工程，需要上下凝聚一心，打好攻坚硬仗，共同维护泉州良好形象。一要提升站位，站在维护党和政府公信力的政治高度，立足长治久安，看远一点、看深一点、看专一点，多听群众呼声，按照中央督导组反馈意见以及省委、省政府和泉州市委整改要求，一个问题一个问题解决和销号，坚决整改到位。二要提线排查，围绕扫黑除恶、“拆伞破网”等现有线索，以严谨负责的工作态度推动排查实现闭环，确保履职尽责。三要提级审核，加快线索核查速度，属于本级本部门核查不了的线索，要及时提请上级核查，着力铲除黑恶势力滋生土壤。四要提速办案，密切协作配合，严格依法依规办案，对有涉黑涉恶苗头的基层干部早发现、早提醒，对损害党和政府公信力的“害群之马”坚决打击。
　　"
106,泉州前11个月追发欠薪3761万元,2018/12/10,2018/12/10,泉州日报,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201812/t20181210_801670.htm,"
　　上周六上午，泉州市及各县（市、区）两级人社部门牵头，会同公安、住建、交通、水利、信访、司法、法院、工会等部门，联合开展13场“欠薪投诉举报、劳动法律咨询”现场接访活动。据统计，全市累计发放宣传材料8000多份，接待群众咨询1140人次，接到劳动者欠薪等劳动保障维权投诉案件82件，其中异地投诉12件，现场处理27件。
　　“多亏你们帮忙，被拖欠一个多月的工资终于可以领到了。”上周六，市本级咨询活动在台商投资区海丝艺术公园广场上举行，28岁的小谢在现场连声道谢。她此前在台商区东园镇一家公司上班，11月21日离职后，向公司讨要从10月到离职前的5800元工资，公司老板迟迟不予回应。工作人员了解情况后，电话联系该公司老板，经协调，对方同意于这周发放小谢被欠的工资。
　　据统计，今年1月到11月，泉州市人社局立案处理欠薪案件118件，协调处理欠薪案件690件，涉及4079人，追发劳动者工资3761万元，移送拒不支付劳动报酬案件17件。泉州市劳动保障监察支队负责人介绍，今年为了预防和解决企业工资拖欠问题，继续落实举报投诉联动机制，劳动者可以异地就近向劳动保障监察机构投诉。
　　"
107,泉州全面实现城乡低保标准一体化,2018/12/10,2018/12/10,泉州日报,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201812/t20181210_801644.htm,"
　　12月1日起，随着我市南安、永春、德化推进城乡低保标准一体化工作，我市全面实现城乡低保标准一体化，比原计划的2020年提前两年实现。
　　近年来，我市不断加强社会救助力度，强化民生兜底保障，把城乡低保的提标扩面作为脱贫攻坚的重要举措，不断完善最低生活保障制度，逐年提高城乡低保标准。今年之前，鲤城区、丰泽区、石狮市、晋江市就已推行城乡低保标准一体化，泉港区于今年1月起推行，洛江区、泉州台商投资区于今年7月起推行，惠安县于今年9月起推行，安溪县于今年10月起推行，南安市、永春县、德化县于本月开始。
　　目前全市低保标准为：石狮市、晋江市、洛江区630元/人·月；鲤城区、丰泽区、泉港区、惠安县、安溪县、南安市、泉州台商投资区600元/人·月；永春县、德化县560元/人·月。
　　城乡低保标准一体化的实现，一举打破城乡壁垒，对于今后推动户籍制度改革，加快城乡融合发展，促进社会稳定和乡村振兴，有着十分重大的意义。
　　"
108,泉州部署重点党报党刊发行工作,2018/12/10,2018/12/10,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zwyw/201812/t20181210_801656.htm,"
　　7日，在收看全省重点党报党刊发行工作视频会议后，我市随即召开贯彻落实会议，对2019年度全市重点党报党刊发行工作进行再动员、再部署。
　　市委常委、组织部长孔繁军出席会议并讲话。
　　会议指出，市委高度重视党报党刊发行工作，要求各级党组织要旗帜鲜明讲政治，充分认识党报党刊发行工作的政治意义，认真组织实施，党组有关负责同志要亲自部署抓落实，确保不折不扣完成发行任务。
　　会议要求，各地各部门要按照中央和省、市的有关要求，高度重视党报党刊发行工作，提高政治站位，强化阵地意识，切实把重点党报党刊的发行工作作为一项重要的政治任务抓紧抓好；要确保发行任务落实，各地各部门党委办公室、宣传、组织、纪委监委、财政及邮政部门齐抓共管，垂直管理的行业系统主管单位要逐级抓好落实；要严格规范报刊发行秩序，严格经费管理，严禁搭车摊派，不得以党报党刊名义搭车发行其他报刊，凡未完成重点党报党刊订阅任务的单位，不得使用公费订阅其他报刊，继续坚持订阅进度通报的做法，切实加强对本地本系统本单位重点党报党刊订阅工作的督促。
　　2019年度重点党报党刊发行工作自前阶段启动以来，各地快速行动，截至12月6日，我市已完成征订量的90.91%，洛江、泉港、石狮、惠安、安溪、德化、泉州开发区和泉州台商投资区已完成征订量的100%。根据要求，发行工作须于今年12月15日前全面完成。
　　"
109,劳动者遭遇欠薪 可异地就近举报投诉,2018/12/10,2018/12/10,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/bmdt/201812/t20181210_801639.htm,"
　　8日上午，市、县两级人社部门牵头会同公安、住建、交通、水利、信访、司法、法院、总工会等部门单位，在全市各地联合开展13场“欠薪投诉举报，劳动法律咨询”现场接访活动。据统计，当天的接访活动中，全市累计发放宣传材料8000多份，接待群众咨询1140人次，接受欠薪等劳动保障维权投诉案件82件，其中异地投诉12件，现场处理27件。
　　市人社局提醒广大劳动者，如遭遇欠薪，可异地就近向劳动保障监察机构举报投诉。劳动保障监察机构将进行预登记，并在两天内通过信息系统流转至有管辖权的劳动保障监察机构处理，实现案件“一点举报投诉、全网联动处理”。此外，我省12333劳动保障监察热线已正式上线运行，省内（不含厦门）劳动者拨打12333转4号键即可接入该热线，劳动保障监察部门将为劳动者提供公平、公开、便捷、高效的执法服务。
　　年终岁首往往是企业工资拖欠问题的易发期、高发期。在预防和解决企业工资拖欠问题方面，我市还将采取什么具体措施？市人社局相关人士表示，接下来，我市将一方面畅通投诉举报渠道，继续实行24小时投诉举报专人值守制度，落实投诉举报联动机制，劳动者可以异地就近向劳动保障监察机构投诉；另一方面，进一步落实治欠保支长效机制，市人社局牵头组织定期召开解决企业工资拖欠问题部门联席会议，综合研判，统筹协调，妥善解决欠薪问题；在“两节”期间牵头会同公安、住建、法院等部门单位设立欠薪应急案件联合处置领导小组办公室（应急办），常态化联合处置欠薪应急突发群体事件。此外，我市还将打击恶意欠薪，保持行政司法联动打击恶意欠薪犯罪行为“零容忍”的高压态势。据了解，目前我市正在对2018年度严重违法企业进行排查摸底，拟于2019年元旦前后向社会公布。
　　"
110,泉州开展今冬明春消防安全集中整治大会战,2018/12/10,2018/12/10,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201812/t20181210_801651.htm,"
　　为坚决遏制全市火灾事故高发势头，日前，我市在分析研判今年全市火灾形势的基础上，部署在全市范围内开展今冬明春消防安全集中整治大会战。
　　据悉，此次大会战将持续到2019年全国两会结束，分为部署发动、组织实施、督导考评验收三个阶段进行。大会战期间，将按照“什么隐患问题突出就解决什么隐患问题”的原则，因地制宜制定治理方案，集中人力、物力，着力解决消防安全突出问题。同时，根据近5年火灾事故总数排名和伤亡人火灾情况，确定丰泽、晋江、石狮、南安等4个区（市）为挂牌整治重点区（市），确定丰泽区城中村、石狮市灵秀镇、晋江市陈埭镇、南安市水头镇等4个镇（区域）为市级挂牌督办整治重点区域。
　　大会战期间，各县（市、区）每月逢9或每月不少于3次牵头组织开展消防安全联合执法统一行动，加强对辖区突出问题、拒不整改的单位集中整治。各乡镇（街道）要每月逢3、逢9或每月不少于6次牵头组织镇有关部门联合村（居）干部进村入户开展火灾隐患排查，督促业主、群众加强火灾防范，并将检查情况统一录入“城乡社区网格化服务管理信息平台消防模块”。市经信、商务、教育、民政、公安、住建、文化、文物、卫计、旅游、安监、电力等部门要分行业、分领域组织开展消防安全自查，对自查发现的隐患问题建立问题整改清单、责任清单。
　　大会战期间，针对“九小场所”、古建筑等场所“先天性”消防安全条件不足的问题，各级各部门要落实专项资金，结合本地实际，拓展资金渠道，支持、推广增设火灾自动报警、自动灭火、电气火灾监控等消防设施。针对电气火灾高发特点，要大力推动电气火灾监控系统的应用，加强火灾预警监测。各社会单位要严格落实消防安全主体责任，健全组织机构，严格管理制度。同时，明确要求各地政府，各级文化、商务、旅游、交通营运、民政部门及老龄办等相关单位要结合行业特色，通过各类媒介广泛开展消防宣传教育。
　　"
111,2018年市政府召开第45次常务会议,2018/12/8,2018/12/8,泉州日报,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zfhy/cwhy/201812/t20181208_801580.htm,"
　　7日，市长王永礼主持召开市政府第45次常务会议，研究《关于加快泉州港口集装箱运输发展的若干意见》，听取泉州市实施妇女儿童发展纲要情况的汇报等。
　　加快集装箱运输发展，是完善泉州港口服务体系，构建现代化综合交通枢纽，服务全市经济社会发展的需求。会议指出，要进一步明确政策扶持重点，精准施策，充分发挥财政资金的杠杆作用；进一步完善港口基础设施，高效推进泊位、航道、疏港公路等配套设施建设，提高港口通行能力；进一步优化港口营商环境，降低港口收费，完善通关流程与作业时限，营造更加便捷、高效、透明的口岸通关环境。
　　妇女儿童事业是关系国家和民族兴旺发达的大事，妇女儿童事业发展水平是衡量社会文明进步程度的重要标志。会议指出，全市各级政府部门要提升认知高度，进一步落实政府主体责任，按照“两纲”指标对标对表，找准工作着力点，加快补齐短板，切实推动妇女自身和妇联团体全面发展，保障妇女儿童的合法权益，确保全面完成“两纲”各项目标。
　　会议还研究了其他事项。
　　"
112,泉州市区泉秀街高速公路桥下3000平方米违建被拆,2018/12/8,2018/12/8,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/bmdt/201812/t20181208_801595.htm,"
　　挖掘机拆除搭盖的铁皮房
　　执法人员拆除市区高速桥下的违建
　　昨日，我市持续保持防违、控违、拆违的高压态势，泉州市城市管理行政执法局组织协调拆除市区一宗面积达3000平方米的大型违建。
　　据了解，市区泉秀街泉厦高速公路成洲特大桥东侧下的一片铁皮搭盖由来已久。这里原本是福建省交通建设工程监理咨询有限公司建设泉厦高速公路的材料试验房，高速公路建成后，业主单位就将土地使用权租给了福建省星光音乐文化投资管理有限公司，该公司搭建起了3000平方米的铁皮屋作为仓库和店面出租。然而租赁合同在2013年到期后，该公司要求租户立即配合有关部门抓紧拆除违章搭盖的建筑物，但租户迟迟未交还土地使用权。
　　经过泉州市城市管理行政执法局与相关单位的积极协调，并持续入户做租户的思想工作，充分宣传“两违”整治工作的重要意义，昨天上午，该局联合丰泽区行政执法局、丰泽区东海街道办等部门组织执法人员上百人，对已腾空的铁皮屋以及其中的水电进行逐一巡查，确保人员完全撤离，随后对这一历史遗留的违建进行拆除。
　　该局直属大队教导员叶汉成介绍，由于管理无序和材料老化，该地块环境脏乱差，市民意见比较大。后续清理建筑垃圾后，将把该地块移交给相关部门，作为绿化美化、市民休闲活动的一个场所。
　　据悉，自9月11日我市组织开展“百日拆违行动”以来，全市累计拆除“两违”2464宗总面积159.6万平方米，单体面积超过1000平方米的356宗；拆除新增“两违”407宗，保障了在建重点项目建设；结合集中式饮用水源保护、“绿盾2018”专项行动及林地、海域、湿地等自然生态保护修复等主题，拆除“两违”228宗，修复了自然生态环境；结合城市“双修”试点、古城保护提升和中心市区内沟河综合整治行动拆除“两违”39宗，修补了城市功能体系。
　　"
113,泉州市政府领导赴各地征求对政府工作的意见建议,2018/12/8,2018/12/8,泉州日报,https://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zwyw/201812/t20181208_801576.htm,"
　　连日来，王永礼等市政府领导分别带队前往各县（市、区）、泉州开发区、泉州台商投资区召开座谈会，就即将提交泉州市第十六届人民代表大会第四次会议审议的泉州市《政府工作报告》（征求意见稿），广泛征求各界意见建议。
　　与会人员对《政府工作报告》（征求意见稿）给予充分肯定，认为报告全面贯彻习近平新时代中国特色社会主义思想和党的十九大精神，认真落实中央、省和市委决策部署，充分体现省委十届六次全会、市委十二届七次全会精神，总结今年的成绩实事求是、客观实在，部署明年的工作思路清晰、重点突出。大家结合泉州实际、围绕发展大局，直奔主题、踊跃发言，就传承弘扬“晋江经验”、推动高质量发展落实赶超、全面深化改革开放、加快环湾城市建设、落实乡村振兴战略、支持民营企业健康发展、补齐民生领域短板等提出具体的意见和建议。
　　在晋江召开的座谈会上，市长王永礼认真听取发言，仔细做好记录，逐一和与会人员交流。他感谢大家长期以来给予泉州市政府工作的大力支持，并表示大家立足泉州高质量赶超大局，提出了许多有助于泉州持续健康发展的意见建议，充分体现有站位、有担当、有作为的精气神，期待晋江发挥好主力领军作用，展现新作为，建功新时代。市政府将把晋江各界提出的好意见、好经验，转化为泉州各级政府各部门的动力和抓手，落实到今后的具体工作当中。
　　王永礼强调，各级政府各部门要深入学习贯彻习近平新时代中国特色社会主义思想和党的十九大精神，在市委统一领导下，以目标导向和问题导向相结合的思路，理清工作着力点和落脚点，逐个破解问题和瓶颈，努力为开创“五个泉州”建设新局面贡献力量。
　　"
114,泉州开展电动车违法专项整治行动 半天查处391起,2018/12/8,2018/12/8,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/bmdt/201812/t20181208_801585.htm,"
　　即日起至明年3月10日，泉州交警部门将深入开展中心市区电动自行车交通秩序规范管理专项整治行动。仅昨日上午，丰泽、鲤城交警大队就查处电动车违法行为391起，其中不按道行驶171起、逆向20起、闯红灯22起、超员41起、超标电动车上路22起、涉牌24起、其他违法行为91起。
　　据丰泽交警二中队民警介绍，10月以来，丰泽大队采用铁骑路面喊话、民警路口查处相结合的方式对电动自行车违法行为进行整治，至今已查处两万余起，日均近300起。被查处的电动自行车违法行为人需参加“带车学习”，或参与路面交通违法行为劝导。
　　下一步，交警部门将于每日早、中、晚交通高峰及节假日时段持续开展整治，并联合职能部门做好源头管控、非机动车道设施完善工作，同时在辖区内开辟电动自行车规范行驶示范道路，切实巩固电动自行车专项整治成效、改善道路通行秩序。
　　"
115,龙岩市省人大代表来泉视察 加深对泉州的了解,2018/12/8,2018/12/8,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gzdt/zwyw/201812/t20181208_801573.htm,"
　　3日至5日，龙岩市人大常委会主任张天洲带领龙岩市的省十三届人大代表一行来泉开展异地视察活动。市人大常委会党组书记陈灿辉，代理主任朱团能，副主任许文贵，市政府副市长李宏绪先后陪同视察。
　　视察组一行先后视察福建海西国家广告产业园区、台商投资区海上丝绸之路艺术公园亚洲园、惠安崇武古城、洛江河市镇田格里拉生态园、南安海丝泛家居线下体验馆等地，并听取相关情况介绍。
　　龙岩市的省人大代表们对我市在打造城市公共休闲空间、旧厂房改造、民营企业转型升级等领域取得的成就表示赞赏，“泉州历史文化保护工作很到位”“泉州民营企业转型之路值得借鉴”，代表们发出感叹。大家纷纷表示，通过此次异地视察，拓宽了视野、开阔了思路，不仅加深了对泉州的了解，同时，泉州在历史文化传承、民营经济、民生工作创新等方面的好经验、好做法更是值得深入学习和宣传。接下来，代表们会结合实际提出相关的意见建议，为推动高质量发展落实赶超，加快建设“机制活、产业优、百姓富、生态美”的新福建贡献力量。
　　"
116,泉州市全国基层中医药工作先进单位创建成效明显,2018/12/8,2018/12/8,泉州日报,http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/qzdt/qzyw/201812/t20181208_801583.htm,"
　　经过三年多努力，我市全国基层中医药工作先进单位创建工作接近尾声。记者昨日获悉，自2015年创建工作启动以来，全市中医药工作稳步推进，11个县（市、区）全部通过全国基层中医药工作先进单位的考核验收。
　　完善服务体系 中医类别医疗机构共228家
　　近年来，我市市、县两级党委、政府以创建全国基层中医药先进单位为抓手，先后出台《泉州市创建全国基层中医药工作先进单位实施方案（2015—2028）》等多项政策，并从财政投入、专项奖补、医保政策等方面，进一步优化中医药发展环境。截至目前，全市共有中医类别医疗机构228家，中医床位3555张，中医执业（助理）医师数2921人。
　　从2013年起，全市共投入中医药专项资金13.6亿元，实施基层中医药服务能力提升工程，完善中医药服务体系。目前，全市共有公立中医院8家，包含三甲医院3家、二甲医院5家。其中，市中医院作为市级龙头，接诊量稳步上升，2017年门急诊达55.72万人次，比2015年增长32%；7家县级中医医疗机构也进入全面提升阶段，新改扩建医疗用房13.2万平方米，2017年县级中医院门诊急诊达259.68万人次，比2015年增长15.3%。
　　同时，我市还鼓励社会资本积极参与中医药事业发展，目前全市有民营中医院6家、中医门诊部11家、中医诊所202家。
　　提高覆盖面 社区乡镇卫生院100%设置中医科
　　在基层服务方面，从2017年起，基层医疗机构中医药综合服务区“中医馆”建设被列入市委、市政府为民办实事项目，市、县两级财政共投入5170万元，建成“中医馆”164家，覆盖率达99%，社区卫生服务中心、乡镇卫生院100%规范设置中医科、中药房。
　　为提高中医药服务覆盖面，我市在所有县级以上中医院全面实施中医“治未病”健康工程，截至2017年底，全市65岁老年人开展中医药健康管理占比达52.52%，0—3岁儿童开展中医药健康管理占比达63.87%。
　　引进培养人才 参加师承人数位居全省首位
　　在中医药人才引进培养上，我市通过提高中医药人才待遇、推动中医师承、开展技术培训等，不断打牢中医药人才基础。
　　为提高中医药人才待遇，我市对乡镇卫生院在编普通全日制大专、本科、硕士研究生学历中医药人员分别给予每月500元、1000元、2000元的补贴；鼓励中医药人才引进，“十三五”以来，全市共新招聘基层中医药人员506人；推动中医师承，我市还择优挑选基层中医药人才参加名老中医专家学术经验继承，已建基层名老中医传承工作室6家，参加名中医师承184人，参加传统师承446人，参加师承人数位居全省首位。
　　"
