id,标题,成文或生成日期,发布或生效日期,来源,URL源地址,内容
152,我市开展首个“宪法宣传周”活动,2018-12-05,2018-12-05,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-05/313093534.html,"VideoPlayer.loadVideo('/jeaf/video/video.shtml?video=d3884a44a77db5a8d2a4fad30f55e015b61db1837c14af3693b54bd6cb736ba914d8139d16a39175d5ed87277852f9c3b5d9495bf9ecc83546a906755b4dca499b7e6b36bdd781498acf779cac195bbc92fbd90d150587a8ceebc249c6d262c2b6d63ed7836a1fda05006eea11df7141c41211766dee439391a0c11a7a916ca550c8c3a822ceb94cc3c67d696125412e270e5d0655183a770fe4cfb843a3123e&siteId=620416811908440000');
　　　　　　　　新律师宣誓仪式 郑文典 摄 






12月4日，漳州市2018年“12·4”国家宪法日暨宪法宣传周活动在市区中山公园举办。市委常委、宣传部长刘伟泽，副市长、市公安局长黄华安，市政协副主席杨胜华，闽南师范大学副校长蒋一婷出席活动。


活动现场，先后举行了宪法读本与普法微广播剧光盘赠送仪式、学生代表诵读宪法经典段落仪式和新律师宣誓仪式。市直、区级各有关部门围绕“尊崇宪法、学习宪法、遵守宪法、维护宪法、运用宪法”主题，开展了法律咨询、法治灯谜竞猜、法治标语及展板展示、法治文艺演出等一系列群众喜闻乐见的法治宣传活动。


据了解，今年12月4日是我国第五个国家宪法日；12月2日至8日，是第一个“宪法宣传周”。我市国家宪法日暨宪法宣传周系列宣传活动从11月下旬开始，到12月下旬结束。活动期间，各县(市、区)组织有关部门精心筹划开展了内容丰富、形式多样的宪法学习宣传教育活动,以领导干部为重点对象,以这次宪法修正案为重点内容,大力弘扬宪法精神,维护宪法权威,在全市掀起学习宪法、学法用法新高潮，更好地发挥宪法在建设法治漳州中的重要作用。（记者 王心如）



                      
扫一扫在手机打开当前页"
153,省调研组到漳调研 综治（平安建设）工作,2018-12-05,2018-12-05,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-05/1700850738.html,"近日，省委政法委副书记马必钢带领调研组到漳，调研指导我市综治（平安建设）工作。市委副书记、政法委书记阮开森，副市长、公安局长黄华安，市中级法院院长罗雄，市检察院检察长黄秀强分别陪同调研。


在漳期间，调研组深入市公安局、芗城区、龙海市、南靖县、漳浦县、东山县、云霄县等地，通过实地调研、翻阅台账、观看专题片、召开座谈会等方式，全面了解我市开展扫黑除恶专项斗争、区域突出问题整治、社会治安专项治理、社会治理改革创新等工作情况。


调研组充分肯定我市综治（平安建设）工作取得的成效，并针对性指出存在问题，提出相关指导意见。调研组要求，漳州市各级政法部门要切实提高思想认识，坚持整改工作对标对表，依法严惩精准精确，打伞破网多措并举，综合治理做深做细，确保扫黑除恶专项斗争取得新成效。要深入开展重点整治工作，加大制假售假、吸贩毒、电信网络诈骗等打击力度，进一步提升社会治安整体水平，增强人民群众安全感满意度。要深入开展五个专项治理，加快推进综治中心、“雪亮工程”和网格化等基层基础建设，提高社会治安专项治理水平，为富美新漳州建设提供良好的社会环境。


据悉，今年来，我市严格落实党政领导综治责任制，持续深化平安建设，强化严打整治斗争，狠抓矛盾纠纷排查调处，深入开展扫黑除恶专项斗争及五个专项治理行动，大力夯实基层基础，推进社会治理创新，不断提升社会治理、平安建设水平。我市扫黑除恶专项斗争工作得到中央督导组的肯定，深挖彻查“保护伞”工作走在全省前列；群众安全感率保持在97%以上，在上半年省测评达98.45%，位居全省第二位，创近年新高。（林满临）



                      
扫一扫在手机打开当前页"
154,“花样漳州”旅游推介活动在四川成都举行,2018-12-05,2018-12-05,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-05/1336042080.html,"VideoPlayer.loadVideo('/jeaf/video/video.shtml?video=d3884a44a77db5a8d2a4fad30f55e015b61db1837c14af3693b54bd6cb736ba914d8139d16a39175d5ed87277852f9c3df9bafd08a47613e46a906755b4dca499b7e6b36bdd781498acf779cac195bbc92fbd90d150587a8033b55f69d6331bfb6d63ed7836a1fda05006eea11df7141c41211766dee439391a0c11a7a916ca550c8c3a822ceb94cc3c67d696125412e270e5d0655183a770fe4cfb843a3123e&siteId=620416811908440000');














12月3日，“田园都市”携手天府之国 萌宠熊猫邂逅“四菜一汤”


木偶表演《人偶同台》惊艳了成都市民


成都各大旅行商积极参与漳州特惠旅游路线竞拍


12月3日，“花样漳州”旅游推介活动在四川成都举行，旨在进一步提升“花样漳州”知名度，打响生态旅游城市品牌，吸引更多西南地区市民体验“五湖四海”等漳州生态文化。市政协副主席、市全域旅游产业发展领导小组副组长周小华参加活动并致辞。来自漳州、成都两地旅游部门及两地旅行商代表、新闻媒体记者等200余人参加推介会。


市领导表示，漳州成都两地旅游资源各具特色，具有很强的互补性。此次活动将进一步深化两地旅游业界交流合作，共推旅游线路，共拓旅游市场，真诚邀请四川朋友开启一次“花样漳州”之旅，感受漳州的山之美、海之韵、花之香。成都市旅游局相关负责人表示，漳州旅游资源对四川市民有极大吸引力，未来将进一步推动两地旅游共建、共享、共赢。


活动现场从“漳州很神奇”“漳州很浪漫”“漳州很清新”“漳州很美味”等方面，向与会嘉宾推介漳州的山水、人文、历史、风情。台湾知名媒体人施沛琳现场分享《一个台湾人眼中的漳州》，讲述她与漳州古城、善良亲和的漳州人以及漳州特色小吃的精彩故事。南靖土楼景区代表则从一枚邮票展开，讲述世遗土楼的神奇传说和不凡魅力。此外，“五湖四海”主题摄影展、木偶表演《人偶同台》、女声独唱《小小水仙花》等表演，让嘉宾领略不一样的“花样漳州”。此次活动还采取旅游竞拍会形式，推出“片仔癀－南靖土楼－漳州古城（品茶、南湖）-火山岛－金汤湾－东山岛”特惠旅游路线，吸引成都各大旅行商积极竞拍，并当场签订协议，实现订单交易。（记者 蔡建如 文/图）



                      
扫一扫在手机打开当前页"
155,两岸企业家峰会年会古雷石化产业发展论坛举行,2018-12-04,2018-12-04,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-04/1851221022.html,"VideoPlayer.loadVideo('/jeaf/video/video.shtml?video=d3884a44a77db5a8d2a4fad30f55e015b61db1837c14af3693b54bd6cb736ba914d8139d16a39175ea50968448156028d2f105b0f5462fc846a906755b4dca499b7e6b36bdd781498acf779cac195bbc92fbd90d150587a8903f3269f56072bab6d63ed7836a1fda05006eea11df7141c41211766dee439391a0c11a7a916ca550c8c3a822ceb94cc3c67d696125412e270e5d0655183a770fe4cfb843a3123e&siteId=620416811908440000');










12月3日上午，出席2018年两岸企业家峰会年会古雷石化产业发展论坛的代表，参观古雷开发区规划展示馆，听取古雷石化基地总体规划建设情况介绍。 记者 林忠 摄


2018年两岸企业家峰会年会古雷石化产业发展论坛现场。记者 林忠 摄


12月3日，作为2018年两岸企业家峰会年会的子活动，古雷石化产业发展论坛在漳州举行。来自海峡两岸的企业界代表、领导嘉宾、专家学者齐聚一堂，聚焦古雷这一发展热土，共叙两岸情谊，共谋石化产业合作。


本届论坛由两岸企业家峰会能源及环保节能产业合作推进小组主办，福建省工信厅、漳州市政府承办。两岸企业家峰会能源及环保节能产业合作推进小组陆方召集人傅成玉、台方召集人杜紫军主持会议。省人大常委会副主任、市委书记檀云坤，副省长郑建闽，市领导刘远、阮开森、吴文团、陈水树、吴卫红以及两岸企业家峰会、福建省的有关负责人、两岸石化企业代表等出席会议。


郑建闽在论坛上致辞，代表省委省政府对各位嘉宾的到来表示欢迎，对论坛的举行表示祝贺。他说，长期以来，两岸企业家峰会、中石化对福建石化产业发展和古雷石化基地建设给予了大力支持，倾注了大量心血，特别是腾龙翔鹭项目整改修复、古雷炼化一体化项目加快建设，离不开大家的关心关注和帮助指导。郑建闽指出，石化产业是台湾地区三大支柱产业之一，福建与台湾地区地缘相近、血缘相亲，经贸合作、人文交流十分密切，福建发展石化产业有优势、有基础、有条件。两岸合资建设石化产业重大项目有利于推进深度合作，实现台湾石化产业下游与大陆上游强力优势互补。希望有关各方把握机遇，真诚合作，共同努力，绘就两岸石化产业发展的美好蓝图，推动闽台合作向更宽领域、更高层次发展，拓展两岸经济合作新空间。


刘远代表市委、市政府，代表檀云坤书记，向出席论坛的各位领导嘉宾表示热烈欢迎，对大家长期以来对漳州发展、古雷建设倾注的心血、给予的支持和帮助表示衷心感谢，并简要介绍了漳州、古雷的基本情况和资源优势。刘远说，古雷是国家确定的七大石化产业基地之一、唯一的台湾石化产业园区，更是石化企业投资和再次创业的理想之地，两岸石化产业加深合作，是优势互补、互利双赢。刘远说，古雷未来看好、前景光明，大家“来得巧更要来得早”，早就是眼光、就是胆略，就能抢占先机、收获多多。漳州将创造最好最优的政策环境，最实最佳的政务服务，配套最完善的教育、医疗等公共资源，让大家在古雷投资更安心、生活更舒心、工作更宽心。


中国石化股份公司高级副总裁、港澳台办公室主任雷典武，两岸企业家峰会能源及环保节能产业合作推进小组台方副召集人、台聚集团董事长吴亦圭，省工信厅副厅长兰文，中国石化联合会园区委秘书长杨挺，兴业证券经济与金融研究院化工行业首席研究员徐留明在论坛上分别就古雷石化产业合作、古雷合资项目进展及未来发展建议、福建石化产业发展情况、中国石化行业现状及进展、中国资本市场化工上市公司回顾与展望等作了发言。


当天上午，与会人员深入古雷开发区规划展示馆、古雷石化炼化一体化项目现场、一德石化码头、新港城等地，实地感受古雷产业发展脉动，“点赞”石化基地面貌变化。（记者 苏雄锋 邱丹燕）



                      
扫一扫在手机打开当前页"
156,檀云坤主持召开市委常委会会议,2018-12-04,2018-12-04,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-04/1794313111.html,"12月3日下午，省人大常委会副主任、市委书记檀云坤主持召开市委常委会会议，传达学习贯彻全省市县机构改革推进暨培训会精神。


会议指出，市县机构改革，是深化我省机构改革的重要组成部分和关键环节，是必须完成好的重要政治任务。我们要深入学习贯彻习近平总书记关于深化党和国家机构改革的重要论述，把深化市县机构改革作为检验“四个意识”和落实“两个维护”的试金石，进一步提高政治站位，增强政治觉悟，认真落实中央部署和省委要求，按照时间节点，严格程序要求，平稳有序推进我市机构改革。要全面准确把握省《关于市县机构改革的总体意见》要求，把坚持和加强党的全面领导作为首要任务，对标中央和省级机构改革，严格执行政策规定，扎实稳当推进机构改革各项工作，切实提高改革的系统性、整体性、协同性，确保市县机构改革同步部署、压茬推进。要切实加强组织领导，坚决贯彻先立后破、不立不破原则，压紧压实责任，严明纪律规矩，做深做细做透思想政治工作，正确处理好改革发展稳定的关系，确保机构改革有组织、有纪律、有步骤推进，确保思想不乱、工作不断、队伍不散、干劲不减。（记者 张俊毅）



                      
扫一扫在手机打开当前页"
157,市领导到教育民生重点项目现场办公,2018-12-04,2018-12-04,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-04/1100632732.html,"12月3日上午，副市长兰万安带领有关单位负责人，深入漳州市职业教育园区和漳州一中新高中部建设现场，督促检查项目建设情况，现场办公协调解决问题。


市领导指出，两大教育民生工程是省级重点项目，也是我市重要的民生工程、民心工程，各有关单位要充分认识加快建设项目的重要性和紧迫性，切实把实事办实，推动我市教育事业高质量发展。市领导强调，各有关部门、项目业主、施工单位要进一步强化要素保障，增强施工力量、技术设备，抢抓施工黄金季节，全力以赴加快项目建设步伐。要倒排工期、挂图作战、落实责任，进一步细化分解任务，在保质量保安全的前提下，全面促进项目建设提速提效。要继续釆取“每周一汇总、每月一现场督促检查、即时协调解决问题”工作法，全力推进项目建设，实现“全过程、全要素、全方位”服务，为项目建设提供有力保障，力促项目早日建成投用。


据悉，漳州市职业教育园区项目实际用地面积约451亩，总建筑面积32.3万平方米，累计完成投资4.24亿元，其中桩基工程于10月底全部完成，9栋校舍进入主体施工阶段。漳州一中新高中部项目实际用地面积约180亩，总建筑面积约16.4万平方米，完成投资1.47亿元，6栋校舍进入主体施工。两个项目预计明年底竣工。（记者 朱祥超）



                      
扫一扫在手机打开当前页"
158,我市召开精准脱贫“三千工程”企业与学生见面会,2018-12-04,2018-12-04,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-04/1245708276.html,"12月3日，我市精准脱贫“三千工程”企业与学生见面会分别在市属各高校召开，副市长兰万安出席在漳州职业技术学院的见面会并讲话。


市领导强调，精准脱贫“三千工程”是市委、市政府贯彻落实中央和省委精准扶贫战略部署，打好脱贫攻坚战的一项重要措施，对助力精准脱贫、支持职业教育、培养实用型技能人才具有重要意义，各有关部门要按照目标狠抓工作落实。要进一步建立“三千工程”后续跟踪服务保障机制，建好跟踪台账，保障好资助金拨付、毕业就业服务等，确保完成目标任务。要跟踪受资助学生入学就学情况，在学习生活中给予关心帮助，勉励受资助学生珍惜“三千工程”惠民政策，奋发读书，努力取得一技之长，回馈社会。


据了解，精准脱贫“三千工程”即招收1000名贫困学生、筹集1000万元受助资金、选择1000个就业岗位，旨在通过提供补助资金帮助贫困学生入学高职院校，以实现一人入学、就业全家脱贫。目前，市属5所高职院校已招收我市“三千工程”贫困学生1091名；筹集财政资金1000多万元，第一学年已兑现减免学费407.445万元；在我市重点企业、好企业中征集3600多个就业岗位，根据双向选择原则实现全部学生与企业签订就业意向书。（记者 朱祥超）



                      
扫一扫在手机打开当前页"
159,我市部署危化品和岁末年初安全生产工作,2018-12-03,2018-12-03,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-03/1416985127.html,"VideoPlayer.loadVideo('/jeaf/video/video.shtml?video=d3884a44a77db5a8d2a4fad30f55e015b61db1837c14af3693b54bd6cb736ba914d8139d16a39175ea50968448156028ea44093ef2f767fe46a906755b4dca499b7e6b36bdd781498acf779cac195bbc92fbd90d150587a807e51bd15a080a5ed038b47b6cc42fbcfefc7286d5444c09386dab055148e6edcf26c58f3e1663324089c40425c71eb566548108f0a8e90bbd8baf37bb15a559d2a7d0e2cddb6ef1&siteId=620416811908440000');
12月2日下午，在收听收看国务院安办和全省危险化学品安全生产专题视频会后，我市随即对危化品和岁末年初安全生产工作进行部署。市长刘远在会上强调，要贯彻落实好国家和省视频会议精神，按照市委檀云坤书记的指示要求，扎实开展各项工作，努力促进我市安全生产形势持续稳定向好。市委常委、常务副市长张慧德参加会议。


会议强调，一要深刻吸取教训，以最严肃的态度抓好危险化学品安全生产工作。认真贯彻落实习近平总书记关于安全生产的系列重要指示批示精神，按照“一厂出事故，万厂受教育；一地有隐患，全国受警示”要求，坚决守住安全生产底线红线，坚决落实好危化品管理各项制度、举措、责任，以最认真的态度、最严格的标准抓好危化品安全生产工作。二要突出重点防控，以最严实的举措提升危险化学品领域本质安全。开展全面排查、精准防控。组织开展拉网式大排查行动，紧盯易发生事故的重点区域、重点环节、重点部位，全面落实防控措施，坚决抓好隐患整改。坚持问题导向、攻坚整治。持续深化危化品生产经营、道路运输等环节的“打非治违”，进一步抓好危险货物运输车辆违规停放、涉氨制冷企业、“黑油”“黑气”专项整治。重视强化演练、高效处置。完善应急预案，建立应急救援队伍，落实定期演练制度，提升险情初期的应急处置能力，确保事故发生时能迅速、安全、有效处置。严格把好关口、科学布局。加强城市建设与危化品产业发展的规划衔接，严格行业准入，开展定量风险评估，确保危化品企业周边群众生命财产安全。三要坚持联防联治，以最严格的要求落实危险化学品安全监管责任。严格落实《地方党政领导干部安全生产责任制规定》以及属地监管责任、部门监管责任、企业主体责任，强化“一把手”亲自抓，构建安全监管责任体系，重视安全风险管控，切实履行好“促一方发展、保一方平安”的政治责任。四要保持高度警觉，扎实抓好岁末年初安全生产各项工作。针对岁末年初安全生产规律，加强安全生产重大隐患排查、风险研判和整改防控，强化道路交通安全、渔业生产安全、消防安全、住宅小区安全、节日市场食品安全的监管，维护社会安定稳定。


刘远指出，市、县两级机构改革已正式启动，包括安全生产监管机构在内的许多部门正面临着机构和职能的调整。各级党委政府和各部门主要负责同志要全面负起责任，保持改革期间思想不乱、队伍稳定、运转正常，确保安全生产工作不受影响。（记者 陈岩）



                      
扫一扫在手机打开当前页"
160,我市深化漳台文化交流合作,2018-12-03,2018-12-03,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-03/1984890855.html,"第八届海峡两岸（福建云霄）开漳圣王文化节上，两岸千名开漳后裔共祭“开漳圣王”。（资料图片） 高志坚 摄


文化是海峡两岸同胞心灵和情感的纽带。近年来，漳州市充分发掘祖地文化资源，积极深入开展与台湾全方位的文化交流合作活动, 充分展示了闽南传统文化艺术魅力，增进了两岸文化同根同源的认同感，拉近了两岸人民的感情。


立足祖地文化


搭建交流合作平台


近年来，我市以“祖地文化”为品牌，积极搭建两岸文化产业合作交流平台，精心策划组织林语堂文化、开漳圣王文化、关帝文化等品牌活动，丰富了两岸文化交流内涵。


大型活动搭台唱戏。借助丰富的对台资源,近年来我市以打造“开漳圣王文化”品牌为龙头，带动芗城武庙、孔庙、南山寺、云霄和漳浦威惠庙、东山关帝庙、平和三平寺、角美白礁慈济宫等宫庙，着力做大漳州对台民间信仰交流平台,使之成为加深漳台民众亲情的一条重要精神纽带。仅今年，我市成功举办了第十届海峡论坛、第五届海峡(漳州)茶会、第二届海峡两岸(漳州)青年交流周、第八届海峡两岸(福建云霄)开漳圣王文化节、第二十七届海峡两岸(福建东山)关帝文化旅游节等一系列活动，共有台湾各界人士79个团组和83家企业代表1300多人参会。各类大型活动的成功举办，进一步增进了亲情、乡情，促进漳台两岸经济文化交流。


建设交流合作基地。充分发挥闽南文化生态保护实验区的示范带头作用，重视漳台交流基础建设，深入开展漳台历史文化研究，挖掘和有效整合民间艺术、民俗文化、宗教信仰等祖地文化资源。加快闽南文化研究院、林语堂文化产业园、龙人古琴文化村等一批文化交流平台的陆续建设，沈耀初美术馆、开漳历史文化博物馆、林语堂文学馆等“十大对台交流基地”逐步建立，为漳台交流奠定了坚实的基础。漳台两地互设文化驿站，相继设立“漳州文创金门驿站”和“金门文创漳州驿站”，互相展售反映两地渊源的图书、图片等。


文化产业合作提质增效。目前我市已有钟表园区和乐器园区2个项目与台湾财团进行洽谈。我市积极扶持实体书店发展，在芗城区博文图书文化有限公司的一个网点挂牌成立了“台湾书店”。打造两岸影视产业基地，我市在漳州开发区创立“海峡两岸影视制作(漳州)基地”，面积9500平方米，是福建最大的室内影视拍摄基地。


突出基层特色


深化漳台民间交流


两岸关系发展的动力来自民间，发展的潜力也蕴藏在民间。我市通过开展各类民间文化交流活动，不断地走出去，请进来,极大地推动了漳籍台湾人对漳州祖地的认同与归依。


围绕“祖地行、话亲情、促共赢”主题活动，先后举办海峡两岸(长泰)将军连缘文化节、海峡两岸(漳州龙文)书画艺术作品展、海峡两岸(龙海)宗教文化交流活动、“龙人古琴文化节暨‘游于艺’之学研讨会”“2018福建文化宝岛行—闽南文化进台中”等系列活动，吸引3000多名台胞参与活动。今年4月，我市授予漳台族谱对接馆等2家单位为第三批漳台交流基地，设立芗城区古城等6个台胞服务站，进一步提升了漳台文化交流的层次。


民间文化交流如火如荼。漳州芗剧团、市木偶剧团等文艺团体入台巡演，通过富有传统文化和民族文化内涵的音乐、戏剧、书画、非遗表演等交流形式，展现中华优秀传统文化的深厚意蕴，让台湾同胞感受共同的历史记忆，品味两岸文化“同根同源”。在漳台两地轮流举办书画作品展、文化名人艺术研讨等互动活动。组织海上丝绸之路的文化遗产漳州窑精品入台巡展。近五年来，共有水仙花雕刻技艺、芗剧、剪纸、武术等团组130多个、1800多人次赴台交流，推动了漳台文化交流高潮迭起。


随着宗教宗亲文化交流的不断深入，近年来，我市每年接待来漳参访考察、寻根谒祖、经贸、文化、宗教、人文交流等的台胞近10万人次。


聚焦新生代


推动漳台青年交流


今年6月，100多名两岸青年携手走进福建省最大规模的县级文庙——长泰文庙，虔诚拜谒大成至圣先师孔子，开展传统文化交流互动。


这是近年来我市聚焦新生代，着力推动漳台青年文化交流互动的一个缩影。近年来，随着漳台两岸青年交流的不断深入，两岸青年在思想的交流中碰撞出火花，加强了彼此的了解，增强了认同感。


我市各有关部门每年都组织两岸青少年进行各领域的交流活动，如夏令营、联欢节、训练营、青年论坛等，为两岸青年人提供了交流与学习的平台，吸引了越来越多的台湾年轻人来大陆看一看。今年的海峡论坛更是突出两岸青年创业合作和文化交流特色，举办海峡两岸(漳州)青年产业经济论坛、两岸青年乡村建设与社区营造交流营、漳台青少年足球邀请赛暨非遗文化研习营、漳台青年齐聚江滨南岸共植纪念林等活动，漳台两地青年互动交流，增进了解，升华了友谊。两岸青年文化等互动交流激发了双方灵感，碰撞出火花，也激发了台湾青年来漳创业、就业的热情。今年4月，我市授予龙海慧谷众创空间、南靖闽台精密机械产业园、漳州台商投资区两岸青年交流基地为第三批市级“台湾青年创业基地”，为台湾青年人才来漳就业创业提供一站式的便捷服务。目前，我市共有台湾青年就业创业基地7家，实训基地2家，累计入驻青创基地项目86个、吸引台湾青年176人。


此外，我市积极以公共文化服务为着力点，通过在剧院、园区、学校、图书馆、博物馆等场所举办各种贴近普通民众的活动，不断吸引在漳的台湾同胞特别是青少年参与和分享系列活动。免费开放漳台族谱对接馆、漳台民俗展示馆，每年台湾来漳游客，有十多批次近万人，让台胞进一步了解宗亲文化，感受两岸一家亲的血脉情缘。（记者 朱秀敏 通讯员 章台宣 张先进）



                      
扫一扫在手机打开当前页"
161,我市出台惠及台胞措施获赞,2018-12-03,2018-12-03,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-03/2004211012.html,"“高中时，林语堂的文章中所提及的故乡风情总是让我有似曾相识的感觉。为此，我还特意到林语堂的台北故居去感受体验。”年近70的台湾嘉南药理大学欧天发教授回忆道，二十多年前，他与家人来漳寻根才恍然大悟，这种“似曾相识的感觉”，源于闽台两地民俗文化的同根同源。


欧天发认为，《关于促进漳台经济社会文化交流合作的实施意见》（以下简称《实施意见》）的出台有利于两岸文化交流，让台胞来漳交流更加安心、舒心、放心。“我每年都来大陆参加各种文化研讨会，今年借助参加林语堂研讨会的机会，来到林语堂在漳州天宝的故居，这让我对他的成长环境有更深的了解，也有助于挖掘林语堂的文化内涵和价值。”欧天发表示，近年来，越来越多的台湾青年加入研究学习林语堂的队伍，两岸青年以文会友，探讨对闽台文化的体悟。


精益珍食品（漳州）有限公司总经理江和兴亦认为《实施意见》助推了两岸社会文化交流合作。“以前漳台社会文化交流以宗教和海峡论坛为主，《实施意见》的出台有助于增加民间交流。”江和兴表示，《实施意见》让两岸群众对于传统文化、风俗习惯有更深的认同，也让海峡对岸的同胞对于大陆发展现状有更深刻的了解。


“漳州出台的《实施意见》，体现了漳州市委、市政府对台胞台商台青的关心与重视，既接地气又暖人心，让我们在漳兴业大有可为。”江和兴兴奋地说道。针对《实施意见》第31条，江和兴表示，鼓励台湾青少年来漳州开展研学旅行、支持漳台两地大学生寒暑假期社会实践合作对接这条举措十分必要，“可以让两岸青年加强交流互信，促进两岸和平发展。”


市台办表示，漳州与台湾有特殊的渊源关系，漳州是台湾同胞主要祖籍地，是台湾文化重要的发祥地，也是大陆台商投资的密集区。《实施意见》聚焦在漳台胞最迫切的需求，关于扩大漳台社会文化交流合作方面，提出了8条具体实施细则，涵盖文化传承、文化交流、文化场馆建设等多领域，为两岸人民社会文化交流合作提供更多便利、创造更好条件。同时，在《实施意见》中，漳州对台湾同胞满满的热情：鼓励台湾同胞参与我市文化遗产保护、非物质文化遗产传承发展，鼓励支持两岸民间组织互设文化驿站，鼓励台湾广播影视机构与我市开展交流合作，鼓励未来过大陆的台湾同胞来漳参访交流，鼓励支持台湾同胞参加漳州经济、科技、文化、艺术类专业性社会组织、行业协会相关活动等。而且，台湾同胞在各类公共文化服务场馆可以享受和漳州居民同等的公共文化服务待遇，这些措施的出台，有助于推动漳台交流合作更加热络、更有成效。（记者 廖瑜婷 通讯员 章台宣）



                      
扫一扫在手机打开当前页"
162,首届漳州台青联谊交流会昨日举行,2018-12-03,2018-12-03,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-03/935066031.html,"12月2日，由市台商协会主办的首届漳州台青联谊交流会在漳州台商投资区举行。来自各县（市、区）、开发区、台商区的50名在漳台湾青年齐聚一堂，畅谈在漳就业创业历程和生活新貌，并聚焦近期出台的《关于促进漳台经济社会文化交流合作的实施意见》，提出有益的意见和建议。


活动期间，与会人员还先后参观走访了翊瀚众创空间、金峰众创园、林语堂纪念馆、漳州古城等地，实地了解漳台双创基地发展现状及近年来取得的新技术、新成果，感受漳州双创浓厚氛围，并为漳州深厚的人文底蕴和日新月异的城市变化点赞。在漳台湾青年纷纷表示要用更大的激情与活力，共同加快漳台青年创新创业“经济生态圈”建设，为漳州发展和漳台经贸文化交流与繁荣贡献新力量。


近年来，我市多措并举支持台湾同胞在漳学习、实习、就业、创业，吸引越来越多台湾优秀的创新创业人才、科研团队和专家学者落户漳州、深耕壮大。目前，全市共有龙海慧谷众创空间、漳州台商投资区两岸青年交流基地等7家“台湾青年创业基地”，及2家实习实训基地，累计入驻青创基地项目达86个。市台商协会积极发展会员企业700多家，设立11个台商联谊会，助力在漳台商台企特别是台湾青年创业者健康发展。（记者 蔡柳楠）



                      
扫一扫在手机打开当前页"
163,我市试点推出新型定制公交服务,2018-12-03,2018-12-03,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-03/1328831105.html,"近日记者从漳州公交集团获悉，我市将试点推出由乘客来决定公交线路的新型定制公交服务，即公交路线、乘车时间由市民来决定。


据介绍，12月1日至12月15日期间，漳州公交集团将在微信公众号推出定制公交投票系统，公布26个站点，向市民征集上下车地点、时间等乘车信息，之后将再通过大数据分析，对同一时段需求量较大的相近出行站点，规划成若干条公交线路。


市民朋友可通过关注“漳州公交集团微信公众号”点击菜单“公交服务”，进入子菜单“定制公交”进行投票。26个站点为客运西站、市医院、漳州一中、人民剧场、漳州宾馆、漳州三中、火车站等。


据介绍，定制公交服务是依托定制公交信息服务平台而设计的一种多样化公交服务方式。根据客流情况和出行需求设计线路、配备车辆，快速到达(一站到达或大站停靠)、优质优价的服务方式，为广大乘客提供安全、快捷、环保的公交出行服务，缓解交通拥堵，倡导节能减排，绿色智慧出行。（记者 张志鹏）



                      
扫一扫在手机打开当前页"
164,两所全国性研习基地在南山书院揭牌,2018-12-03,2018-12-03,漳州日报,https://www.zhangzhou.gov.cn/cms/html/zzsrmzf/2018-12-03/402661373.html,"12月2日，全国国学双语研习基地和全国微格教学研习基地在漳州南山书院揭牌成立，来自全国52所师范类高校的160名教授专家及研究生参加了揭牌仪式。


南山书院院长庄舍介绍，全国国学双语研习基地致力于研究并使用汉语和英语两种语言，推广传播国学经典。该基地面向受众广泛，只要对国学或者英语有兴趣，均可参与基地开展的活动。


据了解，微格教学是一种利用现代化教学技术手段来培训师范生和在职教师教学技能的系统方法。“该方法是以少数的学生为对象，在较短的时间内，尝试小型的课堂教学，使日常复杂的课堂教学得以精简，并能使练习者获得大量的反馈意见。”庄舍介绍，微格教学研习基地还承担着进行微格教学方法研究、学习、推广和标准制定等重要职能。（记者 洪乐敏）



                      
扫一扫在手机打开当前页"
